"/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) Y"
1.296,0.004055192,1.296,0.002902244,1.296,0.002987641,1.296,0.002247701,1.296,0.003462016,1.296,0.002703933,1.296,0.002751043,1.296,0.003695952,1.296,0.00234657,1.296,0.000249169,1.296,0.000370107,1.296,0.000210637,1.296,0.000224048,1.296,0.00014284,1.296,0.000283976,1.296,0.000189201,1.296,0.000195814,1.296,0.00031478,1.296,0.000153573,1.296,0.002215995,1.296,0.002939573,1.296,0.001985222,1.296,0.002047253,1.296,0.001468761,1.296,0.002437607,1.296,0.001824991,1.296,0.001859098,1.296,0.002636374,1.296,0.001541556,1.296,0.000105014,1.296,0.000161516,1.296,8.83E-05,1.296,9.36E-05,1.296,5.83E-05,1.296,0.000120978,1.296,7.86E-05,1.296,8.12E-05,1.296,0.000135567,1.296,6.27E-05,1.296,0.003194287
1.332,0.002608116,1.332,0.001755313,1.332,0.001826349,1.332,0.001307266,1.332,0.00216749,1.332,0.001618904,1.332,0.001656482,1.332,0.002335454,1.332,0.001378571,1.332,0.000119464,1.332,0.000182616,1.332,9.97E-05,1.332,0.000106713,1.332,6.63E-05,1.332,0.000137333,1.332,8.90E-05,1.332,9.25E-05,1.332,0.000153201,1.332,7.16E-05,1.332,0.001259273,1.332,0.001745622,1.332,0.001102511,1.332,0.001150494,1.332,0.000784508,1.332,0.001405071,1.332,0.001003289,1.332,0.001028266,1.332,0.00153479,1.332,0.000831979,1.332,4.80E-05,1.332,7.52E-05,1.332,4.00E-05,1.332,4.26E-05,1.332,2.60E-05,1.332,5.56E-05,1.332,3.55E-05,1.332,3.68E-05,1.332,6.26E-05,1.332,2.81E-05,1.332,0.001973538
1.368,0.001570138,1.368,0.000988052,1.368,0.001039536,1.368,0.00070691,1.368,0.001266179,1.368,0.00090159,1.368,0.000927968,1.368,0.001378439,1.368,0.000752874,1.368,5.52E-05,1.368,8.63E-05,1.368,4.56E-05,1.368,4.91E-05,1.368,2.99E-05,1.368,6.39E-05,1.368,4.05E-05,1.368,4.23E-05,1.368,7.16E-05,1.368,3.23E-05,1.368,0.000666638,1.368,0.000965751,1.368,0.000571153,1.368,0.00060258,1.368,0.000392393,1.368,0.000754258,1.368,0.000514885,1.368,0.000530626,1.368,0.000832147,1.368,0.000419921,1.368,2.14E-05,1.368,3.41E-05,1.368,1.77E-05,1.368,1.89E-05,1.368,1.13E-05,1.368,2.49E-05,1.368,1.56E-05,1.368,1.62E-05,1.368,2.81E-05,1.368,1.23E-05,1.368,0.001136294
1.404,0.000879274,1.404,0.000517618,1.404,0.00055031,1.404,0.000357106,1.404,0.000687599,1.404,0.000467597,1.404,0.000483969,1.404,0.000756391,1.404,0.00038355,1.404,2.48E-05,1.404,3.94E-05,1.404,2.03E-05,1.404,2.19E-05,1.404,1.31E-05,1.404,2.89E-05,1.404,1.79E-05,1.404,1.88E-05,1.404,3.25E-05,1.404,1.42E-05,1.404,0.000330935,1.404,0.000498501,1.404,0.000278446,1.404,0.000296452,1.404,0.000185987,1.404,0.000378955,1.404,0.000249095,1.404,0.000257871,1.404,0.000421781,1.404,0.000200466,1.404,9.31E-06,1.404,1.51E-05,1.404,7.61E-06,1.404,8.20E-06,1.404,4.82E-06,1.404,1.09E-05,1.404,6.70E-06,1.404,6.98E-06,1.404,1.23E-05,1.404,5.25E-06,1.404,0.000608303
1.44,0.000458356,1.44,0.000254494,1.44,0.000272924,1.44,0.000170558,1.44,0.000348631,1.44,0.000227967,1.44,0.000237111,1.44,0.000387061,1.44,0.000184296,1.44,1.09E-05,1.44,1.75E-05,1.44,8.79E-06,1.44,9.54E-06,1.44,5.63E-06,1.44,1.27E-05,1.44,7.73E-06,1.44,8.15E-06,1.44,1.43E-05,1.44,6.08E-06,1.44,0.00015599,1.44,0.00024237,1.44,0.000129405,1.44,0.000138758,1.44,8.45E-05,1.44,0.000180311,1.44,0.000115076,1.44,0.000119554,1.44,0.000202085,1.44,9.16E-05,1.44,3.96E-06,1.44,6.50E-06,1.44,3.21E-06,1.44,3.47E-06,1.44,2.01E-06,1.44,4.65E-06,1.44,2.82E-06,1.44,2.94E-06,1.44,5.29E-06,1.44,2.20E-06,1.44,0.000304624
1.476,0.000224425,1.476,0.000118993,1.476,0.000128455,1.476,7.80E-05,1.476,0.000166981,1.476,0.000105859,1.476,0.000110613,1.476,0.000186718,1.476,8.46E-05,1.476,4.65E-06,1.476,7.57E-06,1.476,3.73E-06,1.476,4.05E-06,1.476,2.40E-06,1.476,5.44E-06,1.476,3.26E-06,1.476,3.47E-06,1.476,6.15E-06,1.476,2.55E-06,1.476,7.06E-05,1.476,0.000112447,1.476,5.79E-05,1.476,6.25E-05,1.476,3.71E-05,1.476,8.22E-05,1.476,5.12E-05,1.476,5.34E-05,1.476,9.27E-05,1.476,4.04E-05,1.476,1.65E-06,1.476,2.74E-06,1.476,1.33E-06,1.476,1.45E-06,1.476,8.32E-07,1.476,1.95E-06,1.476,1.17E-06,1.476,1.22E-06,1.476,2.22E-06,1.476,9.09E-07,1.476,0.000144511
1.512,0.000104579,1.512,5.35E-05,1.512,5.81E-05,1.512,3.45E-05,1.512,7.65E-05,1.512,4.73E-05,1.512,4.97E-05,1.512,8.60E-05,1.512,3.74E-05,1.512,1.97E-06,1.512,3.19E-06,1.512,1.57E-06,1.512,1.70E-06,1.512,1.04E-06,1.512,2.30E-06,1.512,1.36E-06,1.512,1.48E-06,1.512,2.59E-06,1.512,1.06E-06,1.512,3.09E-05,1.512,5.03E-05,1.512,2.50E-05,1.512,2.72E-05,1.512,1.58E-05,1.512,3.62E-05,1.512,2.21E-05,1.512,2.30E-05,1.512,4.10E-05,1.512,1.73E-05,1.512,6.84E-07,1.512,1.14E-06,1.512,5.50E-07,1.512,5.98E-07,1.512,3.45E-07,1.512,8.07E-07,1.512,4.82E-07,1.512,5.05E-07,1.512,9.20E-07,1.512,3.75E-07,1.512,6.58E-05
1.548,4.69E-05,1.548,2.33E-05,1.548,2.54E-05,1.548,1.49E-05,1.548,3.39E-05,1.548,2.04E-05,1.548,2.17E-05,1.548,3.82E-05,1.548,1.60E-05,1.548,8.45E-07,1.548,1.33E-06,1.548,6.67E-07,1.548,7.17E-07,1.548,4.76E-07,1.548,9.77E-07,1.548,5.67E-07,1.548,6.48E-07,1.548,1.09E-06,1.548,4.42E-07,1.548,1.31E-05,1.548,2.17E-05,1.548,1.05E-05,1.548,1.14E-05,1.548,6.50E-06,1.548,1.54E-05,1.548,9.20E-06,1.548,9.64E-06,1.548,1.76E-05,1.548,7.14E-06,1.548,2.84E-07,1.548,4.72E-07,1.548,2.29E-07,1.548,2.49E-07,1.548,1.46E-07,1.548,3.35E-07,1.548,2.01E-07,1.548,2.12E-07,1.548,3.81E-07,1.548,1.58E-07,1.548,2.90E-05
1.584,2.03E-05,1.584,9.89E-06,1.584,1.08E-05,1.584,6.39E-06,1.584,1.46E-05,1.584,8.60E-06,1.584,9.26E-06,1.584,1.65E-05,1.584,6.69E-06,1.584,3.84E-07,1.584,5.50E-07,1.584,3.00E-07,1.584,3.15E-07,1.584,2.49E-07,1.584,4.30E-07,1.584,2.47E-07,1.584,3.10E-07,1.584,4.64E-07,1.584,1.93E-07,1.584,5.38E-06,1.584,9.09E-06,1.584,4.28E-06,1.584,4.69E-06,1.584,2.62E-06,1.584,6.38E-06,1.584,3.74E-06,1.584,3.93E-06,1.584,7.29E-06,1.584,2.89E-06,1.584,1.22E-07,1.584,1.97E-07,1.584,9.93E-08,1.584,1.07E-07,1.584,6.64E-08,1.584,1.42E-07,1.584,8.76E-08,1.584,9.24E-08,1.584,1.60E-07,1.584,6.99E-08,1.584,1.24E-05
1.62,8.53E-06,1.62,4.16E-06,1.62,4.51E-06,1.62,2.82E-06,1.62,6.17E-06,1.62,3.56E-06,1.62,3.97E-06,1.62,6.92E-06,1.62,2.75E-06,1.62,1.97E-07,1.62,2.34E-07,1.62,1.52E-07,1.62,1.53E-07,1.62,1.57E-07,1.62,2.09E-07,1.62,1.18E-07,1.62,1.73E-07,1.62,2.11E-07,1.62,9.38E-08,1.62,2.17E-06,1.62,3.71E-06,1.62,1.71E-06,1.62,1.88E-06,1.62,1.04E-06,1.62,2.58E-06,1.62,1.49E-06,1.62,1.57E-06,1.62,2.95E-06,1.62,1.15E-06,1.62,5.59E-08,1.62,8.58E-08,1.62,4.68E-08,1.62,4.95E-08,1.62,3.42E-08,1.62,6.40E-08,1.62,4.18E-08,1.62,4.43E-08,1.62,7.12E-08,1.62,3.45E-08,1.62,5.29E-06
1.656,3.51E-06,1.656,1.79E-06,1.656,1.91E-06,1.656,1.36E-06,1.656,2.63E-06,1.656,1.49E-06,1.656,1.79E-06,1.656,2.90E-06,1.656,1.15E-06,1.656,1.22E-07,1.656,1.06E-07,1.656,9.24E-08,1.656,8.76E-08,1.656,1.20E-07,1.656,1.20E-07,1.656,6.64E-08,1.656,1.18E-07,1.656,1.09E-07,1.656,5.41E-08,1.656,8.61E-07,1.656,1.48E-06,1.656,6.79E-07,1.656,7.46E-07,1.656,4.15E-07,1.656,1.03E-06,1.656,5.90E-07,1.656,6.24E-07,1.656,1.18E-06,1.656,4.54E-07,1.656,2.94E-08,1.656,4.07E-08,1.656,2.57E-08,1.656,2.65E-08,1.656,2.11E-08,1.656,3.25E-08,1.656,2.33E-08,1.656,2.49E-08,1.656,3.52E-08,1.656,2.02E-08,1.656,2.30E-06
1.692,1.44E-06,1.692,8.30E-07,1.692,8.57E-07,1.692,7.73E-07,1.692,1.19E-06,1.692,6.54E-07,1.692,9.07E-07,1.692,1.25E-06,1.692,5.08E-07,1.692,9.15E-08,1.692,5.55E-08,1.692,6.83E-08,1.692,6.14E-08,1.692,1.04E-07,1.692,8.35E-08,1.692,4.57E-08,1.692,9.50E-08,1.692,6.84E-08,1.692,3.81E-08,1.692,3.43E-07,1.692,5.88E-07,1.692,2.71E-07,1.692,2.97E-07,1.692,1.70E-07,1.692,4.08E-07,1.692,2.35E-07,1.692,2.51E-07,1.692,4.67E-07,1.692,1.82E-07,1.692,1.87E-08,1.692,2.26E-08,1.692,1.71E-08,1.692,1.71E-08,1.692,1.58E-08,1.692,1.98E-08,1.692,1.58E-08,1.692,1.70E-08,1.692,2.07E-08,1.692,1.44E-08,1.692,1.09E-06
1.728,6.09E-07,1.728,4.51E-07,1.728,4.39E-07,1.728,5.41E-07,1.728,6.13E-07,1.728,3.26E-07,1.728,5.57E-07,1.728,5.85E-07,1.728,2.57E-07,1.728,7.86E-08,1.728,3.52E-08,1.728,5.83E-08,1.728,5.05E-08,1.728,9.66E-08,1.728,6.86E-08,1.728,3.72E-08,1.728,8.51E-08,1.728,5.18E-08,1.728,3.15E-08,1.728,1.41E-07,1.728,2.34E-07,1.728,1.12E-07,1.728,1.21E-07,1.728,7.44E-08,1.728,1.65E-07,1.728,9.72E-08,1.728,1.05E-07,1.728,1.88E-07,1.728,7.61E-08,1.728,1.43E-08,1.728,1.52E-08,1.728,1.36E-08,1.728,1.32E-08,1.728,1.35E-08,1.728,1.46E-08,1.728,1.27E-08,1.728,1.37E-08,1.728,1.48E-08,1.728,1.19E-08,1.728,6.04E-07
1.764,2.80E-07,1.764,3.01E-07,1.764,2.74E-07,1.764,4.47E-07,1.764,3.85E-07,1.764,1.97E-07,1.764,4.17E-07,1.764,3.24E-07,1.764,1.58E-07,1.764,7.27E-08,1.764,2.70E-08,1.764,5.37E-08,1.764,4.58E-08,1.764,9.27E-08,1.764,6.21E-08,1.764,3.35E-08,1.764,8.03E-08,1.764,4.49E-08,1.764,2.86E-08,1.764,6.21E-08,1.764,9.63E-08,1.764,5.04E-08,1.764,5.36E-08,1.764,3.76E-08,1.764,7.13E-08,1.764,4.38E-08,1.764,4.88E-08,1.764,7.91E-08,1.764,3.54E-08,1.764,1.24E-08,1.764,1.21E-08,1.764,1.20E-08,1.764,1.16E-08,1.764,1.24E-08,1.764,1.24E-08,1.764,1.13E-08,1.764,1.23E-08,1.764,1.23E-08,1.764,1.08E-08,1.764,4.12E-07
1.8,1.52E-07,1.8,2.42E-07,1.8,2.09E-07,1.8,4.06E-07,1.8,2.94E-07,1.8,1.46E-07,1.8,3.60E-07,1.8,2.21E-07,1.8,1.19E-07,1.8,6.97E-08,1.8,2.35E-08,1.8,5.14E-08,1.8,4.35E-08,1.8,9.03E-08,1.8,5.89E-08,1.8,3.17E-08,1.8,7.77E-08,1.8,4.17E-08,1.8,2.72E-08,1.8,3.18E-08,1.8,4.30E-08,1.8,2.67E-08,1.8,2.74E-08,1.8,2.34E-08,1.8,3.49E-08,1.8,2.33E-08,1.8,2.71E-08,1.8,3.72E-08,1.8,1.97E-08,1.8,1.15E-08,1.8,1.08E-08,1.8,1.13E-08,1.8,1.08E-08,1.8,1.18E-08,1.8,1.14E-08,1.8,1.07E-08,1.8,1.16E-08,1.8,1.11E-08,1.8,1.02E-08,1.8,3.35E-07
