"/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ff_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:fs_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:sf_18,mcparamset=10) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=1) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=2) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=3) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=4) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=5) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=6) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=7) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=8) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=9) Y","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) X","/Q (modelFiles=ts18sl_scl_mat.lib:ss_18,mcparamset=10) Y"
1.296,0.347972356,1.296,0.333783747,1.296,0.355388707,1.296,0.338869256,1.296,0.354619829,1.296,0.347387696,1.296,0.342823461,1.296,0.349729629,1.296,0.347344175,1.296,0.329019323,1.296,0.338357526,1.296,0.322805944,1.296,0.346626549,1.296,0.329211577,1.296,0.346494964,1.296,0.337457326,1.296,0.333821655,1.296,0.340734596,1.296,0.337224085,1.296,0.319845298,1.296,0.34368791,1.296,0.327403659,1.296,0.353610331,1.296,0.333201522,1.296,0.352228401,1.296,0.343044966,1.296,0.338762116,1.296,0.345992475,1.296,0.343384139,1.296,0.322181813,1.296,0.350375321,1.296,0.332115933,1.296,0.361897668,1.296,0.339284662,1.296,0.36075053,1.296,0.34945501,1.296,0.345944781,1.296,0.353361331,1.296,0.349766536,1.296,0.328089131
1.332,0.331809805,1.332,0.318096096,1.332,0.3383103,1.332,0.323408808,1.332,0.338204253,1.332,0.331108269,1.332,0.326817496,1.332,0.333577476,1.332,0.330772136,1.332,0.314429253,1.332,0.323380302,1.332,0.308590213,1.332,0.330555579,1.332,0.314900394,1.332,0.330867734,1.332,0.322446576,1.332,0.318814805,1.332,0.325603587,1.332,0.321977448,1.332,0.306207133,1.332,0.325777087,1.332,0.310212928,1.332,0.334235903,1.332,0.316233078,1.332,0.333739013,1.332,0.324996075,1.332,0.320889028,1.332,0.328011807,1.332,0.324906885,1.332,0.306287288,1.332,0.332136312,1.332,0.315004877,1.332,0.341841967,1.332,0.322021557,1.332,0.341428369,1.332,0.331165736,1.332,0.327507258,1.332,0.334852642,1.332,0.331075564,1.332,0.311768872
1.368,0.317807081,1.368,0.304513043,1.368,0.323606882,1.368,0.309985241,1.368,0.323988045,1.368,0.317018144,1.368,0.312981264,1.368,0.319580448,1.368,0.316466704,1.368,0.301719287,1.368,0.310163442,1.368,0.296059136,1.368,0.316472496,1.368,0.302234137,1.368,0.317098171,1.368,0.3092166,1.368,0.305598585,1.368,0.312248407,1.368,0.308580498,1.368,0.294091307,1.368,0.310470511,1.368,0.29555026,1.368,0.317803283,1.368,0.301681794,1.368,0.317927793,1.368,0.30959792,1.368,0.305641924,1.368,0.312630137,1.368,0.309202352,1.368,0.292579806,1.368,0.316302714,1.368,0.300143228,1.368,0.32459265,1.368,0.306982076,1.368,0.324715362,1.368,0.315305785,1.368,0.311558888,1.368,0.318794743,1.368,0.314924103,1.368,0.297496308
1.404,0.305566045,1.404,0.292668057,1.404,0.310811029,1.404,0.298224383,1.404,0.311534006,1.404,0.304718263,1.404,0.300894381,1.404,0.307328482,1.404,0.304012583,1.404,0.290533872,1.404,0.298388297,1.404,0.284901446,1.404,0.304003448,1.404,0.290922091,1.404,0.30485293,1.404,0.297440951,1.404,0.293848084,1.404,0.300350833,1.404,0.296686543,1.404,0.283239815,1.404,0.297204873,1.404,0.282884869,1.404,0.303647656,1.404,0.289028958,1.404,0.304199041,1.404,0.296278859,1.404,0.292436848,1.404,0.299278149,1.404,0.295667308,1.404,0.280590767,1.404,0.302410084,1.404,0.287092068,1.404,0.309589999,1.404,0.293744861,1.404,0.310105333,1.404,0.30140211,1.404,0.2976121,1.404,0.304715459,1.404,0.300808199,1.404,0.284894145
1.44,0.294752854,1.44,0.282247316,1.44,0.299543882,1.44,0.287811292,1.44,0.30049368,1.44,0.293872581,1.44,0.290213295,1.44,0.29648381,1.44,0.293061577,1.44,0.280580002,1.44,0.287818587,1.44,0.274887391,1.44,0.292872758,1.44,0.280747593,1.44,0.293882736,1.44,0.286878331,1.44,0.283321864,1.44,0.289673854,1.44,0.286040496,1.44,0.273457947,1.44,0.285550713,1.44,0.271799382,1.44,0.291274873,1.44,0.277879773,1.44,0.292117324,1.44,0.284599722,1.44,0.280840229,1.44,0.287529835,1.44,0.283838054,1.44,0.269971552,1.44,0.290110418,1.44,0.275526675,1.44,0.29641005,1.44,0.281994107,1.44,0.297214393,1.44,0.289101321,1.44,0.285301319,1.44,0.292259357,1.44,0.288352349,1.44,0.273677762
1.476,0.285095897,1.476,0.272983501,1.476,0.28950796,1.476,0.278491023,1.476,0.290601338,1.476,0.284204253,1.476,0.280668442,1.476,0.286779232,1.476,0.283325672,1.476,0.271629178,1.476,0.278274145,1.476,0.265843711,1.476,0.282871306,1.476,0.271544428,1.476,0.283995831,1.476,0.277345589,1.476,0.273835178,1.476,0.280035742,1.476,0.276449868,1.476,0.26459432,1.476,0.275191047,1.476,0.261974974,1.476,0.280327755,1.476,0.267943734,1.476,0.281370179,1.476,0.274233711,1.476,0.270538582,1.476,0.277075442,1.476,0.273368552,1.476,0.260469684,1.476,0.279139159,1.476,0.265201554,1.476,0.28473247,1.476,0.271488655,1.476,0.28575032,1.476,0.278135481,1.476,0.274349309,1.476,0.281155794,1.476,0.27727326,1.476,0.263628116
1.512,0.276386818,1.512,0.264661093,1.512,0.280480787,1.512,0.27006954,1.512,0.281662006,1.512,0.275498047,1.512,0.272058984,1.512,0.278014484,1.512,0.27457922,1.512,0.263512433,1.512,0.26961359,1.512,0.257635773,1.512,0.273836036,1.512,0.263181408,1.512,0.275040955,1.512,0.268699561,1.512,0.265242773,1.512,0.271293315,1.512,0.267765046,1.512,0.25652815,1.512,0.26589652,1.512,0.253177274,1.512,0.270549796,1.512,0.259010701,1.512,0.271731231,1.512,0.26494378,1.512,0.261306127,1.512,0.267691294,1.512,0.264007616,1.512,0.25190203,1.512,0.269291229,1.512,0.255926713,1.512,0.274311746,1.512,0.262040538,1.512,0.275487231,1.512,0.268297333,1.512,0.264541928,1.512,0.271194928,1.512,0.267352919,1.512,0.254573234
1.548,0.268472665,1.548,0.257117637,1.548,0.272300229,1.548,0.262404928,1.548,0.273532976,1.548,0.267595028,1.548,0.264238655,1.548,0.270043397,1.548,0.26665484,1.548,0.256106577,1.548,0.261723266,1.548,0.250156025,1.548,0.265636842,1.548,0.25555255,1.548,0.266896296,1.548,0.260825501,1.548,0.257427873,1.548,0.263331206,1.548,0.259866682,1.548,0.249161051,1.548,0.257499314,1.548,0.245236408,1.548,0.261752859,1.548,0.250926317,1.548,0.263031337,1.548,0.256557232,1.548,0.252976294,1.548,0.25921226,1.548,0.255572941,1.548,0.244131812,1.548,0.260404603,1.548,0.247552006,1.548,0.264956295,1.548,0.253500448,1.548,0.266247451,1.548,0.259423403,1.548,0.25571065,1.548,0.262211048,1.548,0.258420188,1.548,0.246375648
1.584,0.26124119,1.584,0.250234851,1.584,0.264846423,1.584,0.255392781,1.584,0.266106546,1.584,0.260379023,1.584,0.257098914,1.584,0.262757553,1.584,0.25943045,1.584,0.24931933,1.584,0.254510045,1.584,0.243316633,1.584,0.258167938,1.584,0.248570637,1.584,0.259462079,1.584,0.253629576,1.584,0.250294894,1.584,0.25605478,1.584,0.252657577,1.584,0.242411543,1.584,0.249872458,1.584,0.238026662,1.584,0.253794047,1.584,0.243573121,1.584,0.255139613,1.584,0.248944331,1.584,0.245421676,1.584,0.251511973,1.584,0.247928444,1.584,0.23705297,1.584,0.252349061,1.584,0.239956608,1.584,0.256513985,1.584,0.245747797,1.584,0.257888883,1.584,0.251382484,1.584,0.24772056,1.584,0.25407108,1.584,0.250338289,1.584,0.238923734
1.62,0.254607136,1.62,0.243925382,1.62,0.25802733,1.62,0.248953347,1.62,0.259298124,1.62,0.253762554,1.62,0.250555937,1.62,0.256073303,1.62,0.252814726,1.62,0.243078555,1.62,0.247896435,1.62,0.237044617,1.62,0.251341981,1.62,0.242162824,1.62,0.252655428,1.62,0.247033826,1.62,0.243764445,1.62,0.249385266,1.62,0.246057248,1.62,0.236211253,1.62,0.242916332,1.62,0.231451403,1.62,0.246561131,1.62,0.236858431,1.62,0.247951721,1.62,0.242003919,1.62,0.238541516,1.62,0.24449041,1.62,0.240968693,1.62,0.230580541,1.62,0.245018381,1.62,0.233041793,1.62,0.248862086,1.62,0.238683787,1.62,0.250296181,1.62,0.244067658,1.62,0.240462016,1.62,0.246666577,1.62,0.242996186,1.62,0.23212562
1.656,0.248502953,1.656,0.238121962,1.656,0.251769487,1.656,0.243023074,1.656,0.253038955,1.656,0.247676877,1.656,0.244542433,1.656,0.249923507,1.656,0.246736397,1.656,0.237325677,1.656,0.241817154,1.656,0.231278511,1.656,0.245085936,1.656,0.23626755,1.656,0.2464067,1.656,0.240972647,1.656,0.23776979,1.656,0.243256319,1.656,0.239998166,1.656,0.230502176,1.656,0.236550398,1.656,0.225433615,1.656,0.239963558,1.656,0.230706954,1.656,0.241382519,1.656,0.235654587,1.656,0.232254001,1.656,0.238066251,1.656,0.234609288,1.656,0.224644732,1.656,0.238324787,1.656,0.226725829,1.656,0.241900202,1.656,0.232226456,1.656,0.243374471,1.656,0.237390653,1.656,0.233844737,1.656,0.239908011,1.656,0.236302507,1.656,0.225904791
1.692,0.242873206,1.692,0.232770526,1.692,0.246012423,1.692,0.237549561,1.692,0.247271694,1.692,0.242065914,1.692,0.239002718,1.692,0.244252592,1.692,0.24113766,1.692,0.232011736,1.692,0.236216646,1.692,0.225965981,1.692,0.239338081,1.692,0.230832278,1.692,0.24065679,1.692,0.235390251,1.692,0.232254268,1.692,0.2376115,1.692,0.234423054,1.692,0.225234663,1.692,0.230708041,1.692,0.219910152,1.692,0.233926724,1.692,0.22505616,1.692,0.235361274,1.692,0.229829211,1.692,0.226491344,1.692,0.232172013,1.692,0.228780938,1.692,0.219187118,1.692,0.232194924,1.692,0.22094029,1.692,0.235545198,1.692,0.226307076,1.692,0.237044813,1.692,0.231277755,1.692,0.227793521,1.692,0.23372064,1.692,0.230181177,1.692,0.220196871
1.728,0.23767121,1.728,0.227826148,1.728,0.240705221,1.728,0.232488509,1.728,0.241947612,1.728,0.236882631,1.728,0.233889694,1.728,0.239013508,1.728,0.235970249,1.728,0.227094958,1.728,0.231047221,1.728,0.22106207,1.728,0.234045777,1.728,0.225811799,1.728,0.23535511,1.728,0.230238785,1.728,0.227169357,1.728,0.232402389,1.728,0.229282884,1.728,0.220365879,1.728,0.225333214,1.728,0.214828138,1.728,0.228388184,1.728,0.219853257,1.728,0.229828405,1.728,0.224471436,1.728,0.221196515,1.728,0.226750829,1.728,0.223425664,1.728,0.214158099,1.728,0.226566885,1.728,0.215627331,1.728,0.229727486,1.728,0.220867463,1.728,0.231240847,1.728,0.225666792,1.728,0.222245094,1.728,0.228041438,1.728,0.224568201,1.728,0.214947196
1.764,0.232856922,1.764,0.223250585,1.764,0.235804314,1.764,0.227801805,1.764,0.237024746,1.764,0.232086785,1.764,0.229162897,1.764,0.234165788,1.764,0.231193005,1.764,0.222539194,1.764,0.22626764,1.764,0.216527866,1.764,0.229163776,1.764,0.221166932,1.764,0.230458032,1.764,0.225476886,1.764,0.22247319,1.764,0.227587142,1.764,0.224535372,1.764,0.215858624,1.764,0.220378156,1.764,0.210142609,1.764,0.223295021,1.764,0.215053127,1.764,0.224733179,1.764,0.219533299,1.764,0.21632097,1.764,0.221754214,1.764,0.218494267,1.764,0.20951512,1.764,0.221387963,1.764,0.210737625,1.764,0.224388259,1.764,0.215857945,1.764,0.225906273,1.764,0.220504863,1.764,0.217145733,1.764,0.222816791,1.764,0.219409256,1.764,0.210108978
1.8,0.228395557,1.8,0.219010745,1.8,0.231271989,1.8,0.223456267,1.8,0.23246661,1.8,0.227643475,1.8,0.224787183,1.8,0.229674239,1.8,0.226770327,1.8,0.218312847,1.8,0.221842008,1.8,0.212329469,1.8,0.224652912,1.8,0.216863507,1.8,0.225927676,1.8,0.221068569,1.8,0.218129404,1.8,0.223129354,1.8,0.220143792,1.8,0.211680386,1.8,0.215801769,1.8,0.205814894,1.8,0.218601956,1.8,0.210616852,1.8,0.220032018,1.8,0.214973567,1.8,0.211823009,1.8,0.21714045,1.8,0.213944544,1.8,0.205221365,1.8,0.21661293,1.8,0.206228791,1.8,0.219477399,1.8,0.211235795,1.8,0.220992943,1.8,0.215746596,1.8,0.212449458,1.8,0.218000729,1.8,0.214657851,1.8,0.205641872
